gene_id,rf_acc_score
205828_at,1.0
204475_at,0.975
216333_x_at,0.975
203510_at,0.975
210355_at,0.975
1556773_at,0.975
221898_at,0.975
206093_x_at,0.975
212364_at,0.95
202267_at,0.95
204475_at,0.95
203510_at,0.95
202859_x_at,0.9464285714285715
210355_at,0.9464285714285715
206093_x_at,0.9464285714285714
202859_x_at,0.9464285714285714
1560712_at,0.9464285714285714
239183_at,0.9464285714285714
209612_s_at,0.9464285714285714
218847_at,0.9464285714285714
203476_at,0.925
205200_at,0.925
203476_at,0.925
211756_at,0.9214285714285714
204470_at,0.9214285714285714
1553212_at,0.9214285714285714
212364_at,0.9214285714285714
205987_at,0.9214285714285714
225990_at,0.9214285714285714
212274_at,0.9214285714285714
205752_s_at,0.9178571428571429
223739_at,0.9178571428571429
213071_at,0.9178571428571429
231773_at,0.9178571428571429
213939_s_at,0.9
208025_s_at,0.9
211725_s_at,0.9
206300_s_at,0.8964285714285716
211756_at,0.8964285714285716
204470_at,0.8964285714285716
222692_s_at,0.8964285714285716
202192_s_at,0.8964285714285716
1556773_at,0.8964285714285716
206300_s_at,0.8964285714285716
213939_s_at,0.8964285714285716
209612_s_at,0.8964285714285714
225990_at,0.8964285714285714
218847_at,0.8964285714285714
224959_at,0.8964285714285714
212365_at,0.8964285714285714
205828_at,0.8964285714285714
204719_at,0.8964285714285714
212276_at,0.8964285714285714
201250_s_at,0.8964285714285714
228376_at,0.8964285714285714
228854_at,0.8928571428571429
219763_at,0.8928571428571429
216333_x_at,0.8928571428571429
213451_x_at,0.8928571428571429
205752_s_at,0.8928571428571429
203914_x_at,0.8928571428571429
226627_at,0.8928571428571429
1560712_at,0.8928571428571429
209894_at,0.8928571428571429
222043_at,0.8928571428571429
242143_at,0.8928571428571429
211548_s_at,0.8892857142857142
204948_s_at,0.875
206605_at,0.875
227609_at,0.875
242775_at,0.875
213992_at,0.8714285714285716
228568_at,0.8714285714285716
229011_at,0.8714285714285716
202267_at,0.8714285714285716
226022_at,0.8714285714285716
229130_at,0.8714285714285716
213240_s_at,0.8714285714285716
205680_at,0.8714285714285713
1561685_a_at,0.8714285714285713
205382_s_at,0.8714285714285713
211980_at,0.8714285714285713
221898_at,0.8714285714285713
209763_at,0.8714285714285713
212179_at,0.8714285714285713
225671_at,0.8678571428571429
213451_x_at,0.8678571428571429
1563894_at,0.8678571428571429
235193_at,0.8678571428571429
204235_s_at,0.8678571428571429
204580_at,0.8678571428571429
242143_at,0.8678571428571429
212473_s_at,0.8678571428571429
242775_at,0.8678571428571429
225671_at,0.8678571428571429
226806_s_at,0.8678571428571429
205479_s_at,0.8678571428571429
204755_x_at,0.8678571428571429
230451_at,0.8678571428571429
201656_at,0.8678571428571429
211548_s_at,0.8678571428571429
219230_at,0.8678571428571429
208029_s_at,0.8678571428571429
229105_at,0.8678571428571429
223266_at,0.8678571428571429
240458_at,0.8678571428571429
206227_at,0.8678571428571429
1569607_s_at,0.8678571428571429
228528_at,0.8678571428571429
1553672_at,0.8678571428571429
227401_at,0.8678571428571429
225102_at,0.8678571428571429
209546_s_at,0.8678571428571429
225207_at,0.8678571428571429
203423_at,0.8678571428571429
1553808_a_at,0.8678571428571429
213071_at,0.8642857142857142
201462_at,0.8642857142857142
229105_at,0.8642857142857142
207332_s_at,0.8642857142857142
227297_at,0.8642857142857142
201641_at,0.8607142857142858
205959_at,0.85
1555786_s_at,0.85
212365_at,0.8464285714285715
208767_s_at,0.8464285714285715
230986_at,0.8464285714285715
210096_at,0.8464285714285715
204753_s_at,0.8464285714285715
220161_s_at,0.8464285714285715
208029_s_at,0.8464285714285713
1553213_a_at,0.8464285714285713
201250_s_at,0.8464285714285713
228376_at,0.8464285714285713
204469_at,0.8464285714285713
205185_at,0.8464285714285713
41644_at,0.8464285714285713
237351_at,0.8464285714285713
219787_s_at,0.8464285714285713
214624_at,0.8464285714285713
213992_at,0.8428571428571429
205200_at,0.8428571428571429
222692_s_at,0.8428571428571429
214399_s_at,0.8428571428571429
226448_at,0.8428571428571429
229130_at,0.8428571428571429
209613_s_at,0.8428571428571429
225688_s_at,0.8428571428571429
206227_at,0.8428571428571429
228528_at,0.8428571428571429
231773_at,0.8428571428571429
203256_at,0.8428571428571429
1559170_at,0.8428571428571429
1563894_at,0.8428571428571429
205157_s_at,0.8428571428571429
1553213_a_at,0.8428571428571429
212510_at,0.8428571428571429
209613_s_at,0.8428571428571429
204580_at,0.8428571428571429
223395_at,0.8428571428571429
231929_at,0.8428571428571429
225520_at,0.8428571428571429
228750_at,0.8428571428571429
203413_at,0.8428571428571429
231766_s_at,0.8428571428571429
227140_at,0.8428571428571429
228854_at,0.8428571428571429
217508_s_at,0.8428571428571429
206884_s_at,0.8428571428571429
210511_s_at,0.8428571428571429
220322_at,0.8428571428571429
204894_s_at,0.8428571428571429
224959_at,0.8428571428571429
204734_at,0.8428571428571429
213929_at,0.8428571428571429
206026_s_at,0.8428571428571429
209921_at,0.8428571428571429
208025_s_at,0.8428571428571429
216841_s_at,0.8428571428571429
239183_at,0.8428571428571429
223739_at,0.8392857142857142
205987_at,0.8392857142857142
226806_s_at,0.8392857142857142
211725_s_at,0.8392857142857142
230451_at,0.8392857142857142
210096_at,0.8392857142857142
1555786_s_at,0.8392857142857142
210236_at,0.8392857142857142
218986_s_at,0.8392857142857142
223720_at,0.8392857142857142
228885_at,0.8392857142857142
204033_at,0.8392857142857142
230418_s_at,0.8392857142857142
226448_at,0.8392857142857142
212110_at,0.8392857142857142
225688_s_at,0.8392857142857142
228372_at,0.8392857142857142
226197_at,0.8392857142857142
203498_at,0.8392857142857142
213068_at,0.8392857142857142
211026_s_at,0.8392857142857142
214453_s_at,0.8392857142857142
208498_s_at,0.8392857142857142
227826_s_at,0.8392857142857142
221675_s_at,0.8392857142857142
204415_at,0.8357142857142857
232277_at,0.8357142857142857
242625_at,0.8357142857142857
203914_x_at,0.8357142857142856
230748_at,0.8214285714285715
207935_s_at,0.8214285714285715
204719_at,0.8214285714285714
212274_at,0.8214285714285714
232165_at,0.8214285714285714
227140_at,0.8214285714285714
205534_at,0.8214285714285714
223541_at,0.8214285714285714
203662_s_at,0.8214285714285714
205765_at,0.8214285714285714
204647_at,0.8214285714285714
227265_at,0.8214285714285714
218807_at,0.8214285714285714
228568_at,0.8178571428571428
203256_at,0.8178571428571428
211980_at,0.8178571428571428
240458_at,0.8178571428571428
203675_at,0.8178571428571428
222449_at,0.8178571428571428
231766_s_at,0.8178571428571428
220090_at,0.8178571428571428
227662_at,0.8178571428571428
205044_at,0.8178571428571428
230193_at,0.8178571428571428
1553212_at,0.8178571428571428
235193_at,0.8178571428571428
238066_at,0.8178571428571428
222871_at,0.8178571428571428
220197_at,0.8178571428571428
219563_at,0.8178571428571428
224950_at,0.8178571428571428
205483_s_at,0.8178571428571428
204469_at,0.8178571428571428
205185_at,0.8178571428571428
205666_at,0.8178571428571428
201579_at,0.8178571428571428
212473_s_at,0.8178571428571428
206023_at,0.8178571428571428
203562_at,0.8178571428571428
205637_s_at,0.8178571428571428
221730_at,0.8178571428571428
222835_at,0.8178571428571428
206513_at,0.8178571428571428
225895_at,0.8178571428571428
214063_s_at,0.8178571428571428
230193_at,0.8142857142857143
201656_at,0.8142857142857143
219230_at,0.8142857142857143
205382_s_at,0.8142857142857143
223266_at,0.8142857142857143
203845_at,0.8142857142857143
204271_s_at,0.8142857142857143
1553672_at,0.8142857142857143
225102_at,0.8142857142857143
203423_at,0.8142857142857143
207175_at,0.8142857142857143
214063_s_at,0.8142857142857143
212236_x_at,0.8142857142857143
201535_at,0.8142857142857143
1552365_at,0.8142857142857143
203675_at,0.8142857142857143
1552316_a_at,0.8142857142857143
209900_s_at,0.8142857142857143
204041_at,0.8142857142857143
204948_s_at,0.8142857142857143
202234_s_at,0.8142857142857143
207345_at,0.8142857142857143
232056_at,0.8142857142857143
232277_at,0.8142857142857143
229290_at,0.8142857142857143
215223_s_at,0.8142857142857143
238778_at,0.8142857142857143
209270_at,0.8142857142857143
212013_at,0.8142857142857143
228108_at,0.8142857142857143
209894_at,0.8107142857142857
204894_s_at,0.8107142857142857
205666_at,0.8107142857142857
204069_at,0.8107142857142857
210236_at,0.8107142857142857
212192_at,0.8107142857142857
207332_s_at,0.8107142857142857
227874_at,0.8107142857142857
222453_at,0.8107142857142857
225728_at,0.8107142857142857
201497_x_at,0.8107142857142857
204939_s_at,0.8107142857142857
206884_s_at,0.8107142857142856
216841_s_at,0.8107142857142856
201462_at,0.8107142857142856
206569_at,0.8107142857142856
214399_s_at,0.7964285714285715
203695_s_at,0.7964285714285715
206343_s_at,0.7964285714285715
205157_s_at,0.7928571428571429
204755_x_at,0.7928571428571429
228885_at,0.7928571428571429
212510_at,0.7928571428571429
226022_at,0.7928571428571429
230418_s_at,0.7928571428571429
202192_s_at,0.7928571428571429
238066_at,0.7928571428571429
219213_at,0.7928571428571429
49452_at,0.7928571428571429
221729_at,0.7928571428571429
213790_at,0.7928571428571429
205081_at,0.7928571428571429
220026_at,0.7928571428571429
231867_at,0.7928571428571429
204284_at,0.7928571428571429
204686_at,0.7928571428571429
219213_at,0.7928571428571429
225575_at,0.7928571428571429
217678_at,0.7928571428571429
221729_at,0.7928571428571429
205680_at,0.7928571428571429
203726_s_at,0.7928571428571429
225285_at,0.7928571428571429
227609_at,0.7928571428571429
214297_at,0.7928571428571429
243313_at,0.7928571428571429
203662_s_at,0.7928571428571429
212276_at,0.7892857142857144
228067_at,0.7892857142857144
201324_at,0.7892857142857144
231929_at,0.7892857142857144
209763_at,0.7892857142857144
207345_at,0.7892857142857144
217508_s_at,0.7892857142857144
213068_at,0.7892857142857144
204734_at,0.7892857142857144
217901_at,0.7892857142857144
207065_at,0.7892857142857144
91826_at,0.7892857142857144
209687_at,0.7892857142857144
203845_at,0.7892857142857144
228067_at,0.7892857142857144
201324_at,0.7892857142857144
204777_s_at,0.7892857142857144
