ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
234306_s_at,-1.841847523,4.583640712,-3.334669727,0.002230854,0.033184509,-1.569791577
220668_s_at,1.581878188,8.833104541,3.333273969,0.002239073,0.033256551,-1.573159016
216705_s_at,1.724532542,8.995846821,3.333010276,0.002240629,0.033256551,-1.573795138
213666_at,-1.506184927,7.946689159,-3.332480899,0.002243756,0.033281969,-1.575072113
205195_at,1.732024633,6.979904434,3.33150449,0.002249534,0.033349587,-1.577427198
233261_at,-1.96402664,5.483229936,-3.330938759,0.002252889,0.033390266,-1.578791591
204118_at,-2.0906837,9.357678269,-3.330432012,0.002255898,0.033425801,-1.580013643
207402_at,-2.089919497,3.747441072,-3.329211476,0.002263161,0.033505239,-1.582956701
232722_at,-1.639385222,7.03791474,-3.329168405,0.002263417,0.033505239,-1.583060549
221444_at,1.767587225,4.480663922,3.329112896,0.002263748,0.033505239,-1.583194384
1568872_at,1.700308506,4.998526878,3.327797757,0.002271601,0.0335472,-1.586364973
226570_at,1.815572831,5.830897318,3.327719876,0.002272067,0.0335472,-1.586552714
214407_x_at,-1.725519026,3.448800966,-3.325634781,0.002284574,0.03367803,-1.591578344
221874_at,-2.09393994,6.263562993,-3.323933947,0.002294825,0.033764568,-1.595676757
208515_at,1.802946762,5.810922814,3.323094417,0.002299901,0.033812074,-1.597699383
240583_at,1.815279914,4.237553463,3.322309288,0.002304658,0.033847789,-1.599590736
202828_s_at,1.746163684,9.058334914,3.322284777,0.002304807,0.033847789,-1.59964978
205724_at,1.863467839,10.33406652,3.322029618,0.002306355,0.033861428,-1.600264406
239903_at,2.450123672,6.38137194,3.321421539,0.002310048,0.033906548,-1.601729058
235779_at,-1.802306634,5.345218568,-3.321016261,0.002312513,0.033933615,-1.602705164
205676_at,2.173067147,8.832224491,3.319990335,0.002318764,0.034007081,-1.605175858
1561884_at,-1.873776649,5.983080882,-3.319874733,0.002319469,0.034008303,-1.605454234
202619_s_at,1.68222615,9.45261186,3.315932187,0.002343647,0.034252586,-1.614945552
1563079_at,-1.545965585,5.528947104,-3.315364916,0.002347146,0.034285391,-1.616310787
202052_s_at,1.761715891,10.60764844,3.314380918,0.002353227,0.034355859,-1.618678698
206259_at,2.903969662,5.063892611,3.312599867,0.002364272,0.034452713,-1.622963845
206349_at,-2.736808202,2.910077956,-3.310958633,0.002374494,0.034574026,-1.626911678
237803_x_at,-2.221403377,6.403729474,-3.309273809,0.002385032,0.034681279,-1.63096344
205131_x_at,1.635468952,6.922212096,3.307189597,0.002398129,0.034806935,-1.635974385
1554771_at,-2.220325927,3.507722755,-3.307078488,0.00239883,0.034807858,-1.636241479
224238_at,-1.870436082,3.363678462,-3.30671154,0.002401143,0.034822948,-1.637123547
244070_at,1.990096675,5.787892661,3.3029114,0.002425231,0.035069959,-1.646255717
204747_at,2.223901798,9.9756841,3.302769522,0.002426135,0.035073752,-1.646596574
244125_at,-3.08933701,4.019964097,-3.302662975,0.002426814,0.035074293,-1.646852545
212187_x_at,-2.432721593,10.01501301,-3.301104555,0.002436765,0.035171632,-1.650596102
226587_at,-1.616672845,7.450501748,-3.300878453,0.002438212,0.035183231,-1.651139166
1569482_at,-1.649258316,5.86721059,-3.300528174,0.002440456,0.035197024,-1.651980451
1553328_a_at,1.939925703,3.797917259,3.299920436,0.002444353,0.035223103,-1.653439994
204874_x_at,-2.149219476,4.502091689,-3.299816053,0.002445023,0.035223103,-1.653690669
210106_at,-1.639419338,5.179277902,-3.299076254,0.002449776,0.035275611,-1.655467179
224499_s_at,-3.25602558,3.775101271,-3.298772248,0.002451732,0.035285187,-1.65619715
234293_x_at,1.639034142,5.561334095,3.297564399,0.002459517,0.035387918,-1.659097098
227831_at,1.935768703,4.757462453,3.297204522,0.002461841,0.035402727,-1.65996104
243541_at,2.807147779,7.485425456,3.297034317,0.002462941,0.035403073,-1.66036963
1562633_at,2.086299209,3.965600332,3.296824807,0.002464296,0.035410085,-1.66087256
206210_s_at,-2.706209885,2.461425743,-3.295345486,0.002473881,0.035503227,-1.66442327
205695_at,1.582060815,7.156643985,3.293585813,0.002485329,0.035609785,-1.668645943
1568889_at,1.515834381,5.797389357,3.29350858,0.002485833,0.035609785,-1.668831257
226777_at,1.948383172,9.392249673,3.293447304,0.002486233,0.035609785,-1.66897828
206794_at,1.685160802,4.898762306,3.293381749,0.00248666,0.035609785,-1.669135567
201497_x_at,-2.313991596,8.149369252,-3.293066969,0.002488715,0.035620545,-1.669890814
211451_s_at,-1.991361815,3.411273823,-3.290562086,0.002505121,0.035752406,-1.675899555
229040_at,-2.567732007,5.347835063,-3.289285729,0.00251352,0.035843191,-1.678960493
239412_at,-1.580237356,7.942986271,-3.289013466,0.002515315,0.03585111,-1.679613359
239205_s_at,-2.155572937,4.905392176,-3.288214761,0.002520589,0.035856533,-1.681528449
210189_at,-1.60723314,6.273166912,-3.288151294,0.002521008,0.035856533,-1.681680618
201852_x_at,1.566204378,13.34434618,3.288138063,0.002521096,0.035856533,-1.68171234
221291_at,1.633305691,9.29253129,3.288082504,0.002521463,0.035856533,-1.681845548
215223_s_at,1.639919663,11.25772037,3.288054933,0.002521645,0.035856533,-1.681911649
228788_at,-1.63427908,6.078084902,-3.285410558,0.002539187,0.036059757,-1.688250529
210633_x_at,1.736623431,13.673251,3.283725123,0.002550429,0.036172428,-1.692289496
225763_at,-1.54549941,8.200982782,-3.281918429,0.002562533,0.036287966,-1.696617993
244061_at,-1.964831315,7.36261887,-3.28163659,0.002564426,0.036287966,-1.697293129
234648_s_at,1.886100909,3.894290926,3.281547206,0.002565026,0.036287966,-1.697507238
228551_at,-1.509106298,7.678577366,-3.281519537,0.002565212,0.036287966,-1.697573518
220711_at,-1.999476069,6.004917546,-3.279883093,0.002576234,0.036398826,-1.701492963
244427_at,2.300859143,7.166962632,3.278294682,0.002586975,0.036470617,-1.705296509
213790_at,1.898301801,8.359842731,3.27816375,0.002587863,0.036470617,-1.705609996
239983_at,2.198664729,5.175265683,3.277787168,0.002590416,0.036470617,-1.706511604
217153_at,1.545368582,5.964754285,3.277762342,0.002590585,0.036470617,-1.706571041
244857_at,1.833786262,5.367147597,3.277619908,0.002591551,0.036471835,-1.70691204
229670_at,-1.822302084,7.426319458,-3.277116589,0.00259497,0.036493658,-1.708116976
229695_at,-1.677883985,6.777093137,-3.276576815,0.002598641,0.036515209,-1.70940909
214455_at,2.068057516,8.718257633,3.275852816,0.002603572,0.036546933,-1.71114205
241994_at,1.6022569,10.38591351,3.275741597,0.00260433,0.036548194,-1.711408247
208434_at,-2.304105591,3.835531447,-3.275371563,0.002606855,0.036574236,-1.712293878
236199_at,-1.881204005,5.147117171,-3.274806049,0.002610718,0.036619035,-1.713647275
237452_at,1.712310234,8.515977562,3.274596672,0.002612149,0.036624526,-1.714148331
1555269_a_at,2.381481898,5.521516729,3.274222613,0.002614709,0.036641375,-1.71504345
215891_s_at,2.53283198,7.17847245,3.274061321,0.002615813,0.036641375,-1.715429405
205839_s_at,-1.919218979,6.511615247,-3.273700802,0.002618283,0.036655436,-1.716292057
210219_at,1.690277955,6.894363524,3.272641779,0.002625552,0.036711976,-1.718825845
208496_x_at,2.495140254,7.222067514,3.272468309,0.002626744,0.036711976,-1.719240846
1553646_at,1.923605648,4.924980333,3.270658285,0.002639218,0.036810558,-1.723570473
207931_s_at,-1.888273631,3.476029165,-3.269702156,0.00264583,0.03683747,-1.725857115
1555292_at,1.769371551,7.139499767,3.265191784,0.002677235,0.037087854,-1.736639773
235287_at,2.312154868,5.435774667,3.265171039,0.00267738,0.037087854,-1.736689352
230364_at,-1.945233104,6.234899558,-3.263546168,0.002688782,0.037217307,-1.740572128
1553856_s_at,-1.508256011,6.452218757,-3.262128091,0.00269877,0.037299107,-1.743960019
218982_s_at,1.510247678,11.32871142,3.261423004,0.00270375,0.037330792,-1.745644271
217422_s_at,-2.797827849,3.64848989,-3.258203765,0.002726598,0.037506053,-1.753331963
227609_at,2.136892944,10.59913745,3.25794464,0.002728445,0.03751955,-1.753950612
240983_s_at,1.981419013,6.011006874,3.255484424,0.002746042,0.037685702,-1.759823127
231726_at,1.600473662,8.703635468,3.254860214,0.002750524,0.037725544,-1.761312783
218552_at,-1.50908881,10.1591689,-3.253581239,0.002759729,0.03779764,-1.764364598
217875_s_at,2.093532208,10.41641155,3.253256072,0.002762074,0.037810815,-1.765140404
1563068_at,1.792930144,4.859972982,3.252603312,0.002766787,0.037849604,-1.766697692
215307_at,-1.703991803,6.027226931,-3.251410254,0.002775422,0.037927065,-1.769543594
211396_at,-1.753354599,4.420293389,-3.249238119,0.002791208,0.038072512,-1.77472372
227189_at,-1.743128675,7.694740748,-3.248427764,0.00279712,0.038124031,-1.776655846
235350_at,-3.094002742,4.708143459,-3.247873666,0.002801169,0.038164444,-1.777976851
208247_at,1.582938551,5.280601289,3.247363261,0.002804904,0.038198567,-1.779193596
206879_s_at,-1.794456424,5.874317959,-3.247340432,0.002805071,0.038198567,-1.779248016
201490_s_at,1.600844091,10.30030262,3.246748319,0.00280941,0.03823552,-1.780659426
81737_at,-1.762114841,5.653187079,-3.246588513,0.002810582,0.03823552,-1.781040331
225619_at,-2.704676096,5.552370472,-3.245762505,0.002816648,0.038298981,-1.783009028
230698_at,1.887396317,4.320108748,3.244551332,0.002825565,0.038376205,-1.785895295
215534_at,1.900307037,5.469337339,3.244419293,0.002826538,0.038376205,-1.786209919
243478_at,2.192773009,4.735624654,3.244287765,0.002827509,0.038378027,-1.786523318
227417_at,-1.586093616,7.089300638,-3.242795318,0.002838541,0.038462755,-1.790079044
229830_at,1.919728581,7.11073084,3.242422891,0.0028413,0.038490606,-1.790966224
1565578_at,2.468185144,3.124156328,3.242053847,0.002844037,0.0385086,-1.791845298
242283_at,1.993265661,6.317629151,3.240956816,0.002852188,0.038565605,-1.794458185
224724_at,1.651634221,12.15980061,3.240822834,0.002853185,0.038565605,-1.794777272
216611_s_at,1.576374048,6.616649928,3.239508174,0.002862985,0.038646111,-1.797907895
237873_s_at,1.754976549,4.942337746,3.239298106,0.002864554,0.038652391,-1.798408077
204484_at,-1.555082444,10.33341721,-3.238316509,0.002871896,0.038732345,-1.800745112
230560_at,-2.524032575,5.372152408,-3.23701604,0.002881651,0.038835171,-1.803840818
1552386_at,-2.764584304,5.214003597,-3.236832279,0.002883032,0.038844208,-1.804278207
233404_at,1.868101373,7.019405049,3.236255746,0.002887369,0.038883476,-1.805650393
227697_at,1.557083035,12.13360222,3.234612629,0.002899764,0.039002355,-1.809560491
215602_at,-2.639650364,4.032727777,-3.234318477,0.002901988,0.039022671,-1.810260381
241278_at,-2.754040797,4.335022815,-3.233884395,0.002905273,0.039038044,-1.811293158
232083_at,1.616852298,7.939087517,3.232188651,0.002918141,0.039095653,-1.815327083
228600_x_at,-1.957504823,7.589102333,-3.231712166,0.002921767,0.039125052,-1.816460393
227826_s_at,-2.230158752,6.470318813,-3.230819441,0.002928571,0.039177787,-1.818583505
1564236_at,-3.131418404,3.715343356,-3.229950878,0.002935206,0.039241189,-1.820648891
1564190_x_at,-1.528447842,6.076365556,-3.229917163,0.002935463,0.039241189,-1.820729057
1569259_at,1.629455822,4.984302757,3.229045748,0.002942135,0.039289126,-1.82280095
228976_at,-1.617990086,5.246492911,-3.228849935,0.002943636,0.039292799,-1.823266482
239011_at,-1.865964722,3.186389838,-3.228179363,0.002948782,0.039341713,-1.824860623
204992_s_at,1.857950456,11.95392968,3.228094222,0.002949436,0.039341713,-1.825063014
1554110_at,1.616363492,6.506809726,3.227991731,0.002950224,0.039341713,-1.825306648
236141_at,-1.710229848,5.893269043,-3.226189899,0.002964101,0.039460001,-1.829589221
206478_at,-2.462491349,7.347795081,-3.225361152,0.002970505,0.039526004,-1.831558598
214162_at,-1.90242359,3.733848766,-3.22431976,0.00297857,0.039573968,-1.83403295
239755_at,-1.859080746,6.348226473,-3.224245215,0.002979149,0.039573968,-1.834210055
231697_s_at,1.528778872,8.425536385,3.221998541,0.002996624,0.039709258,-1.839546816
1557236_at,1.510594242,7.86573149,3.221764691,0.002998448,0.039714185,-1.840102202
222774_s_at,1.678405718,9.154367662,3.221498513,0.003000526,0.039722464,-1.840734345
226237_at,1.958931084,8.556983019,3.220566352,0.003007815,0.039786778,-1.842947925
220010_at,2.141306275,4.730563004,3.219121034,0.003019149,0.039882088,-1.846379485
205043_at,-3.039097705,3.536720533,-3.218924348,0.003020694,0.039883232,-1.846846414
242909_at,3.141807972,7.252032062,3.216770023,0.003037673,0.040010781,-1.851959836
238933_at,1.558827901,7.356708023,3.21448676,0.003055767,0.040181549,-1.857377525
229570_at,1.784391748,6.408001901,3.214484828,0.003055782,0.040181549,-1.857382109
1552938_at,1.918666427,4.67514981,3.214009184,0.003059564,0.040211942,-1.858510477
203878_s_at,2.463165278,9.727237405,3.21266422,0.003070284,0.040294708,-1.861700704
211924_s_at,2.465140225,10.15780257,3.211859961,0.003076711,0.040301665,-1.863608086
204352_at,-1.517657465,9.71123266,-3.210330393,0.003088969,0.040405658,-1.867234985
1558120_at,1.52410105,5.42535221,3.209301005,0.003097245,0.040464013,-1.869675398
236466_at,1.667317761,4.88758905,3.208935459,0.00310019,0.0404928,-1.870541923
231418_at,-2.287959813,3.24924161,-3.208376158,0.003104699,0.040540804,-1.87186765
1568611_at,1.537326182,9.071491418,3.20670949,0.003118175,0.040659724,-1.875817554
205782_at,-1.868240194,6.320290546,-3.204744206,0.003134137,0.040811974,-1.880473901
232290_at,2.092201266,9.236602269,3.204673296,0.003134715,0.040811974,-1.880641882
211165_x_at,3.149618489,5.307656587,3.201586954,0.003159944,0.041008771,-1.887951518
221239_s_at,-2.286532092,5.323847579,-3.200996126,0.003164796,0.041036333,-1.889350438
231757_at,-1.647845519,3.095256016,-3.199494767,0.003177157,0.04115401,-1.892904697
231040_at,-2.206114164,6.093703617,-3.198060061,0.003189013,0.041252468,-1.896300415
1554420_at,1.705480083,6.226914866,3.19793599,0.00319004,0.041252468,-1.896594037
235521_at,1.571343203,7.453814051,3.197746276,0.003191611,0.041261164,-1.897042997
52837_at,2.005738331,8.343366266,3.196309571,0.003203535,0.041357452,-1.900442554
201766_at,2.111592505,4.516774643,3.196228412,0.00320421,0.041357452,-1.900634572
209828_s_at,-2.36269662,5.592291693,-3.194849424,0.003215697,0.041417719,-1.903896829
242303_at,-1.65325241,6.072112911,-3.194499581,0.003218617,0.041434598,-1.904724342
206541_at,-2.274740116,4.159090728,-3.192528489,0.003235119,0.04157972,-1.909385912
207023_x_at,1.867434964,13.16674643,3.191165283,0.003246579,0.041707401,-1.912609043
206558_at,-2.447409129,7.928458035,-3.190315448,0.003253743,0.041741914,-1.914618036
208083_s_at,1.656747359,6.921687869,3.189246848,0.003262772,0.041817172,-1.917143821
240839_at,-1.610146369,4.214680138,-3.188165712,0.003271932,0.041905097,-1.919698818
225575_at,-2.765184873,7.925499878,-3.187671803,0.003276124,0.041925761,-1.920865911
1565895_at,-2.531400506,3.515946291,-3.187433857,0.003278146,0.041925761,-1.92142814
38037_at,1.625980599,11.41208356,3.187148466,0.003280572,0.041937471,-1.922102449
1557147_a_at,1.779645142,6.231471691,3.187145731,0.003280596,0.041937471,-1.92210891
1553196_a_at,-2.697182289,3.56729768,-3.186768075,0.003283809,0.04194035,-1.923001172
1557835_at,-2.402302273,6.436271143,-3.186758668,0.003283889,0.04194035,-1.923023395
244074_at,-1.799750779,4.827768287,-3.186159942,0.00328899,0.041954106,-1.924437857
211039_at,1.837502369,4.482050635,3.186091891,0.00328957,0.041954106,-1.924598616
238166_s_at,1.933092842,4.92572288,3.185666553,0.003293199,0.041960599,-1.925603367
1563105_at,1.857084784,6.29313739,3.185157883,0.003297544,0.041987242,-1.926804885
204891_s_at,-1.993644537,9.171276098,-3.184112249,0.003306493,0.042032662,-1.929274462
1554967_at,1.619143123,5.032937715,3.183300897,0.003313452,0.042062455,-1.931190441
213309_at,-1.857745946,7.430425028,-3.182933924,0.003316604,0.042082931,-1.932056957
1561368_at,-2.492964479,6.634346605,-3.181396377,0.003329844,0.042203256,-1.935686971
202186_x_at,-1.615759149,3.746009738,-3.181384398,0.003329947,0.042203256,-1.935715248
1554301_at,-1.914194564,2.411427908,-3.18069879,0.003335867,0.042246826,-1.937333633
215104_at,-1.648960079,5.157976023,-3.180225652,0.003339958,0.04228113,-1.938450381
1562067_at,-2.416679642,3.476225574,-3.179618641,0.003345214,0.042337861,-1.939882992
1569607_s_at,-3.378526675,9.828727444,-3.179345035,0.003347585,0.04234827,-1.940528689
1557287_at,3.188672006,6.518876765,3.1790736,0.00334994,0.042366134,-1.941169235
213568_at,1.637623879,9.17534764,3.178244435,0.003357141,0.042390693,-1.943125777
219181_at,2.303705572,8.244993633,3.176482781,0.003372491,0.042480415,-1.947281848
1561597_x_at,-2.006821315,5.627860455,-3.176311364,0.003373988,0.042480415,-1.947686193
231489_x_at,2.928783789,4.971955944,3.175915815,0.003377446,0.042506395,-1.94861919
205866_at,1.640972133,6.018062665,3.175790015,0.003378546,0.042506395,-1.948915907
203185_at,-1.76297321,8.731063925,-3.175195162,0.003383753,0.042530277,-1.950318874
217681_at,2.388102761,5.966601316,3.174040412,0.003393883,0.042614873,-1.953042004
1552827_s_at,2.023280018,4.404243469,3.172581181,0.003406726,0.042701228,-1.95648247
228044_at,-2.187898219,4.949067872,-3.171936665,0.003412413,0.042733327,-1.958001818
1558323_at,-2.225105252,3.938684116,-3.171816209,0.003413477,0.042736862,-1.958285758
214930_at,-2.454047676,4.917661007,-3.171013147,0.003420578,0.042777148,-1.960178608
206067_s_at,2.134956052,3.855531863,3.170978051,0.003420889,0.042777148,-1.960261325
201579_at,1.805109188,11.30451153,3.169915133,0.00343031,0.042849489,-1.962766295
211506_s_at,2.095569518,8.267761089,3.168902371,0.00343931,0.042922683,-1.965152682
241855_s_at,1.532661798,5.157197659,3.168413269,0.003443664,0.042937822,-1.966305028
205524_s_at,1.755568988,6.267484541,3.166839242,0.003457713,0.043083518,-1.970012918
225767_at,2.131237851,10.14893643,3.166621686,0.003459659,0.043097725,-1.970525338
205200_at,-1.960012828,8.328761298,-3.165402669,0.003470583,0.043182601,-1.973396226
214191_at,-1.951246413,4.990431254,-3.165094628,0.003473349,0.043195012,-1.974121602
208443_x_at,1.943044263,6.98220884,3.164935235,0.003474781,0.043195012,-1.974496931
229004_at,1.580539298,8.126005428,3.162757096,0.003494404,0.043372651,-1.979624921
227271_at,1.522446013,9.566431258,3.16221874,0.00349927,0.043413342,-1.980892105
223841_s_at,2.199733122,2.611388476,3.161817256,0.003502904,0.04341901,-1.981837053
228973_at,-2.200297074,5.118042787,-3.160901151,0.003511208,0.043462821,-1.98399301
215592_at,-1.954180193,6.640969059,-3.159612762,0.003522918,0.043548621,-1.98702458
1558556_at,-1.740769555,5.842427927,-3.159059945,0.003527954,0.04357147,-1.98832517
240899_at,-1.536035282,5.450394982,-3.158550223,0.003532604,0.043619042,-1.989524274
208381_s_at,1.906251688,6.303452685,3.157807477,0.00353939,0.043663385,-1.991271389
217552_x_at,-3.014233141,4.528916326,-3.156669557,0.00354981,0.043761173,-1.993947655
204439_at,2.679692052,10.64786435,3.15656537,0.003550765,0.043761173,-1.994192668
230180_at,-1.805782409,8.963412472,-3.156132493,0.003554738,0.043761173,-1.995210607
214639_s_at,2.214437748,7.412971065,3.154739702,0.003567548,0.043857445,-1.998485389
218000_s_at,1.525077534,8.412395274,3.152161897,0.003591375,0.044036427,-2.004544545
1563635_at,-1.747564166,5.105645847,-3.151826614,0.003594485,0.044044929,-2.005332452
1563704_at,2.471013214,4.375767905,3.148960156,0.00362118,0.044213491,-2.01206688
1552657_a_at,2.158350306,5.153999848,3.14882624,0.003622432,0.044218899,-2.012381427
241752_at,1.512485816,5.281062642,3.148319133,0.003627175,0.04424717,-2.013572482
1564202_at,1.585795956,5.213425687,3.148068864,0.003629519,0.044256008,-2.014160261
37892_at,3.523571946,8.147619555,3.146866985,0.003640793,0.044363791,-2.016982653
1558460_at,1.549831123,7.720425304,3.146538638,0.003643878,0.044391498,-2.017753623
238668_at,-1.567490372,8.110648515,-3.145897785,0.003649908,0.04445505,-2.019258255
1554652_s_at,1.752309854,6.654337489,3.145259366,0.003655924,0.044498589,-2.020757023
204913_s_at,2.632614492,4.490507606,3.144963786,0.003658713,0.04452262,-2.021450882
210797_s_at,1.710244371,9.290928729,3.143784007,0.003669864,0.044630767,-2.024220037
242752_at,-2.315260646,3.850222773,-3.142579692,0.00368128,0.044717617,-2.027046252
1554047_at,1.652202977,6.140722836,3.142128708,0.003685564,0.044746192,-2.028104457
224274_at,2.217522322,3.894772669,3.141453818,0.003691984,0.044751148,-2.029687904
1558185_at,-3.004968691,3.673668645,-3.140932965,0.003696945,0.044782468,-2.030909829
214400_at,-1.909273455,3.635300249,-3.140737289,0.003698811,0.044791247,-2.031368861
207236_at,-1.73775492,5.398207349,-3.138672599,0.003718551,0.04494071,-2.036211506
205830_at,-2.325180916,4.792220885,-3.13853021,0.003719916,0.044946861,-2.036545415
229707_at,-2.062669685,6.019754037,-3.137225642,0.003732445,0.04499452,-2.039604347
207065_at,3.003825591,10.36876489,3.136721193,0.0037373,0.045017513,-2.040787002
243144_at,1.613452051,4.75034099,3.13514567,0.003752504,0.045084822,-2.044480131
206196_s_at,1.676467542,7.662337054,3.135107975,0.003752868,0.045084822,-2.04456848
1561687_a_at,-2.507188949,3.926644018,-3.134979081,0.003754115,0.045084822,-2.044870574
231599_x_at,1.55736801,7.246161121,3.134780321,0.003756038,0.045084822,-2.045336402
238975_at,-1.579677871,3.491315883,-3.134410539,0.003759618,0.045107989,-2.046203013
240525_at,1.979198702,4.200325523,3.133807792,0.00376546,0.045168176,-2.047615482
204718_at,-1.514108899,8.095755,-3.130708599,0.003795638,0.045410616,-2.054875973
231122_x_at,1.883429533,4.60168288,3.130315507,0.003799482,0.045426859,-2.055796618
215448_at,1.500687603,2.444147367,3.130229966,0.003800319,0.045426859,-2.055996951
209372_x_at,1.657246715,8.794371942,3.129461349,0.003807848,0.045477082,-2.057796904
239027_at,-2.65022461,6.131397024,-3.129354095,0.0038089,0.045479708,-2.058048056
1557166_at,-1.881971587,5.052181417,-3.128755812,0.003814771,0.045539872,-2.059448944
220254_at,2.339451894,5.065435883,3.128157348,0.003820653,0.045569096,-2.060850123
215211_at,-1.932190328,6.171453883,-3.127723798,0.00382492,0.045581405,-2.061865105
219209_at,1.624075347,10.40442479,3.125856006,0.003843353,0.045721345,-2.066236993
219729_at,1.686329761,7.688149148,3.124898224,0.003852837,0.045804281,-2.068478344
216838_at,2.031574606,4.833524756,3.124647597,0.003855323,0.045809314,-2.069064791
212353_at,1.81160262,9.929248635,3.124517674,0.003856612,0.045809314,-2.06936879
229130_at,-1.552219385,7.567132479,-3.124128722,0.003860474,0.045828108,-2.070278843
1561789_at,2.001788719,3.153367109,3.123615008,0.00386558,0.045854511,-2.07148072
202238_s_at,1.901756069,10.01582978,3.123543838,0.003866288,0.045854511,-2.07164722
211835_at,-2.350617404,4.377420821,-3.123370504,0.003868013,0.045855072,-2.072052723
231088_at,-1.657107804,5.077758753,-3.12162164,0.003885454,0.045922442,-2.07614344
1559714_at,1.983644567,4.809121633,3.120771512,0.00389396,0.045963354,-2.078131537
212594_at,-1.526478308,9.941936262,-3.120345352,0.00389823,0.04597406,-2.079128046
237159_x_at,1.66335413,7.755969542,3.120209624,0.003899591,0.045979026,-2.079445411
1555748_x_at,-1.806292192,4.734477698,-3.120135645,0.003900333,0.045979026,-2.079618388
242979_at,1.54971238,8.567651013,3.119096883,0.003910766,0.046072216,-2.08204701
1554557_at,1.53508394,9.569738627,3.118560327,0.003916166,0.046099041,-2.083301315
216442_x_at,1.95330796,12.96645194,3.117643765,0.003925406,0.046135332,-2.085443714
224402_s_at,-2.904448246,4.696349117,-3.11704233,0.00393148,0.046184201,-2.086849354
216453_at,1.832791856,4.666978822,3.116981211,0.003932098,0.046184201,-2.08699219
206518_s_at,-1.677661809,5.131646343,-3.114004948,0.003962294,0.046459026,-2.09394608
216604_s_at,1.632698695,6.488655625,3.11368897,0.003965513,0.046486797,-2.094684152
204265_s_at,-1.501437263,8.663333863,-3.111665918,0.00398618,0.046649058,-2.099408775
241482_at,1.814878399,7.09047005,3.110830758,0.003994742,0.04673301,-2.101358752
236099_at,-1.70970143,6.560155362,-3.10999621,0.004003315,0.046799494,-2.10330704
228795_at,-1.676083988,5.061113695,-3.109826872,0.004005056,0.046803359,-2.103702335
243191_at,-1.678939534,3.974103142,-3.109405911,0.004009389,0.04684046,-2.104684961
228918_at,1.758408877,6.735082397,3.108620619,0.004017484,0.046873806,-2.106517843
227550_at,-2.175358964,6.49399002,-3.1076064,0.004027961,0.046957095,-2.108884702
214115_at,-1.851224856,3.591633736,-3.106026227,0.004044337,0.047067713,-2.11257154
1553809_a_at,1.660031344,5.137237826,3.103748132,0.004068057,0.047253242,-2.117885104
207547_s_at,-2.619742072,5.551709664,-3.103326567,0.004072461,0.047264232,-2.118868172
209783_at,1.618970133,4.883479968,3.10307313,0.004075111,0.047284947,-2.11945914
210074_at,1.722620962,11.04647309,3.102403217,0.004082123,0.047326135,-2.121021142
220448_at,-2.226558493,3.982301442,-3.102165077,0.004084618,0.047339508,-2.121576359
236500_at,-2.343786214,5.122032154,-3.102127892,0.004085008,0.047339508,-2.121663053
207973_x_at,1.58118778,5.466438217,3.101920745,0.00408718,0.047347369,-2.12214599
243798_at,-2.53153987,5.115061358,-3.101016178,0.004096677,0.047414443,-2.124254686
230900_at,-2.686474781,3.964016307,-3.099868521,0.004108757,0.047499282,-2.126929619
207734_at,-1.603970774,8.185249138,-3.099490423,0.004112745,0.047499282,-2.127810773
1557283_a_at,-1.792604799,5.655114982,-3.099439528,0.004113282,0.047499282,-2.12792938
223801_s_at,1.769140968,5.932332367,3.098542339,0.004122759,0.047557315,-2.130020033
228703_at,2.125972024,5.459114258,3.092753197,0.004184412,0.047982953,-2.143502706
204533_at,3.200173257,11.07641528,3.090072867,0.004213253,0.048126946,-2.149740766
228617_at,1.574418067,12.60568966,3.089260787,0.004222028,0.048171828,-2.151630217
204363_at,1.666386383,12.51507346,3.088514305,0.00423011,0.048223786,-2.153366821
203913_s_at,-2.108197205,7.87109516,-3.087860063,0.004237206,0.048272436,-2.154888667
1555324_at,1.581416231,5.811198192,3.087858966,0.004237218,0.048272436,-2.154891217
1561596_at,-2.397159814,5.023490069,-3.087661527,0.004239361,0.048278914,-2.155350452
229728_at,-2.263124394,6.330238214,-3.087091618,0.004245554,0.048309946,-2.15667595
226279_at,1.667097566,10.46970456,3.086901483,0.004247622,0.048309946,-2.15711814
1553247_a_at,-1.597365419,4.998255704,-3.086021572,0.004257205,0.048381352,-2.159164337
1561642_at,2.047680321,4.415895314,3.085542108,0.004262435,0.048420664,-2.160279185
204390_at,-1.562388314,3.4448634,-3.08493393,0.004269079,0.048486057,-2.161693193
241844_x_at,-1.991515503,5.628545077,-3.084388301,0.004275047,0.048532732,-2.162961654
233969_at,-3.061476191,3.06184129,-3.083974239,0.004279582,0.048544841,-2.163924177
230858_at,1.734707375,4.771641929,3.082945405,0.004290869,0.048652686,-2.166315507
1557491_at,-1.904447973,4.0130885,-3.082698741,0.004293579,0.048673323,-2.166888769
240053_x_at,-1.945691357,3.149871717,-3.08184467,0.004302976,0.048709103,-2.168873507
1570584_at,2.625594755,2.959583249,3.081667964,0.004304923,0.04871102,-2.169284112
208609_s_at,-2.508242283,6.528361267,-3.079674207,0.004326945,0.048889377,-2.17391609
220484_at,2.732458626,6.367441787,3.07882923,0.00433631,0.048921888,-2.175878715
210237_at,2.762966776,6.22143197,3.078285337,0.004342348,0.048931967,-2.177141867
