gene_id,svm_acc_score
1665_s_at,0.9833333333333332
36879_at,0.9666666666666666
40771_at,0.9651515151515152
39070_at,0.95
1651_at,0.95
37405_at,0.9484848484848485
31481_s_at,0.9484848484848485
32531_at,0.9484848484848485
39043_at,0.9484848484848485
40571_at,0.9484848484848485
1126_s_at,0.9484848484848485
34642_at,0.9469696969696969
37215_at,0.9469696969696969
41439_at,0.9318181818181819
160031_at,0.9318181818181819
133_at,0.9318181818181819
41177_at,0.9318181818181819
40639_at,0.9318181818181819
38288_at,0.9318181818181819
32971_at,0.9303030303030304
33371_s_at,0.9303030303030303
41648_at,0.9303030303030303
34301_r_at,0.9303030303030303
35354_at,0.9303030303030303
1107_s_at,0.9287878787878787
41086_at,0.9287878787878787
38432_at,0.9272727272727274
2036_s_at,0.9151515151515153
895_at,0.9151515151515153
32441_at,0.9136363636363637
32582_at,0.9136363636363637
40403_at,0.9136363636363637
35343_at,0.9136363636363637
37628_at,0.9136363636363637
36675_r_at,0.9136363636363637
39105_at,0.9136363636363637
31521_f_at,0.9136363636363637
38428_at,0.9121212121212121
1481_at,0.9121212121212121
31859_at,0.9121212121212121
38394_at,0.9106060606060605
40153_at,0.9106060606060605
39330_s_at,0.8984848484848484
36680_at,0.8984848484848484
38125_at,0.8984848484848484
38717_at,0.8984848484848484
38618_at,0.8984848484848484
40356_at,0.8969696969696971
31472_s_at,0.8969696969696969
32818_at,0.8969696969696969
910_at,0.8969696969696969
38414_at,0.8969696969696969
35218_at,0.8969696969696969
34659_at,0.8969696969696969
32718_at,0.8969696969696969
430_at,0.8969696969696969
36569_at,0.8954545454545455
40837_at,0.8954545454545455
38634_at,0.8954545454545455
767_at,0.8954545454545455
38116_at,0.8954545454545455
39331_at,0.8954545454545455
476_s_at,0.8954545454545455
39052_at,0.8954545454545455
31812_at,0.8954545454545455
425_at,0.8939393939393939
31845_at,0.8939393939393939
33338_at,0.8924242424242423
41534_at,0.8924242424242423
846_s_at,0.8818181818181818
32164_at,0.8818181818181818
1385_at,0.8818181818181818
40407_at,0.8818181818181818
37310_at,0.8803030303030305
39329_at,0.8803030303030305
31791_at,0.8803030303030305
38546_at,0.8803030303030305
33411_g_at,0.8803030303030305
39677_at,0.8803030303030305
41076_at,0.8803030303030305
40549_at,0.8803030303030303
1599_at,0.8803030303030303
39545_at,0.8803030303030303
32263_at,0.8803030303030303
32724_at,0.8803030303030303
36837_at,0.8803030303030303
35280_at,0.8787878787878789
1039_s_at,0.8787878787878789
37958_at,0.8787878787878789
35730_at,0.8787878787878789
36247_f_at,0.8787878787878789
33322_i_at,0.8787878787878789
40690_at,0.8787878787878787
