gene_id,knn_acc_score
203510_at,1.0
202267_at,0.975
221898_at,0.975
204475_at,0.95
205200_at,0.95
211725_s_at,0.95
202859_x_at,0.9464285714285715
210355_at,0.9464285714285715
206093_x_at,0.9464285714285714
216333_x_at,0.9464285714285714
218847_at,0.9464285714285714
205987_at,0.925
204470_at,0.925
226022_at,0.925
203476_at,0.925
1556773_at,0.925
213451_x_at,0.9214285714285714
205828_at,0.9214285714285714
225990_at,0.9214285714285714
1560712_at,0.9214285714285714
212274_at,0.9214285714285714
205752_s_at,0.9178571428571429
239183_at,0.9178571428571429
242775_at,0.9
211756_at,0.8964285714285716
214399_s_at,0.8964285714285716
206300_s_at,0.8964285714285716
213939_s_at,0.8964285714285716
203256_at,0.8964285714285714
212276_at,0.8964285714285714
211980_at,0.8964285714285714
201250_s_at,0.8964285714285714
211026_s_at,0.8964285714285714
223739_at,0.8928571428571429
203914_x_at,0.8928571428571429
230451_at,0.8928571428571429
1561685_a_at,0.8928571428571429
201656_at,0.8928571428571429
1553212_at,0.8928571428571429
201462_at,0.8928571428571429
209894_at,0.8928571428571429
231773_at,0.8928571428571429
242143_at,0.8928571428571429
224959_at,0.8928571428571429
213992_at,0.8714285714285716
228568_at,0.8714285714285716
213240_s_at,0.8714285714285716
212364_at,0.8714285714285713
204719_at,0.8714285714285713
205382_s_at,0.8714285714285713
228376_at,0.8714285714285713
212179_at,0.8714285714285713
225671_at,0.8678571428571429
212365_at,0.8678571428571429
226627_at,0.8678571428571429
222692_s_at,0.8678571428571429
204755_x_at,0.8678571428571429
211548_s_at,0.8678571428571429
235193_at,0.8678571428571429
206227_at,0.8678571428571429
228372_at,0.8678571428571429
231766_s_at,0.8678571428571429
217508_s_at,0.8678571428571429
203498_at,0.8678571428571429
206884_s_at,0.8678571428571429
1553672_at,0.8678571428571429
210511_s_at,0.8678571428571429
216841_s_at,0.8678571428571429
225285_at,0.8678571428571429
207065_at,0.8678571428571429
213071_at,0.8642857142857142
232277_at,0.8642857142857142
201641_at,0.8607142857142858
205534_at,0.85
205680_at,0.85
229011_at,0.8464285714285715
202192_s_at,0.8464285714285715
227140_at,0.8464285714285713
204647_at,0.8464285714285713
213929_at,0.8464285714285713
218807_at,0.8464285714285713
209612_s_at,0.8428571428571429
219230_at,0.8428571428571429
223266_at,0.8428571428571429
230418_s_at,0.8428571428571429
209291_at,0.8428571428571429
204948_s_at,0.8428571428571429
227401_at,0.8428571428571429
225102_at,0.8428571428571429
204734_at,0.8428571428571429
206026_s_at,0.8428571428571429
228303_at,0.8428571428571429
209921_at,0.8428571428571429
203423_at,0.8428571428571429
203789_s_at,0.8428571428571429
1553808_a_at,0.8428571428571429
203936_s_at,0.8428571428571429
226806_s_at,0.8392857142857142
229105_at,0.8392857142857142
225688_s_at,0.8392857142857142
203413_at,0.8392857142857142
227826_s_at,0.8392857142857142
227874_at,0.8392857142857142
225664_at,0.8392857142857142
212013_at,0.8392857142857142
231118_at,0.8392857142857142
207332_s_at,0.8321428571428571
230748_at,0.8214285714285715
220161_s_at,0.8214285714285715
237351_at,0.8214285714285714
214624_at,0.8214285714285714
221730_at,0.8214285714285714
219410_at,0.8214285714285714
203662_s_at,0.8214285714285714
1563894_at,0.8178571428571428
41644_at,0.8178571428571428
212510_at,0.8178571428571428
230986_at,0.8178571428571428
204753_s_at,0.8178571428571428
240458_at,0.8178571428571428
204235_s_at,0.8178571428571428
223395_at,0.8178571428571428
202234_s_at,0.8178571428571428
219787_s_at,0.8178571428571428
222871_at,0.8178571428571428
232056_at,0.8178571428571428
228854_at,0.8178571428571428
205483_s_at,0.8178571428571428
203562_at,0.8178571428571428
222835_at,0.8178571428571428
204939_s_at,0.8178571428571428
222043_at,0.8142857142857143
229130_at,0.8142857142857143
203675_at,0.8142857142857143
204580_at,0.8142857142857143
231929_at,0.8142857142857143
204041_at,0.8142857142857143
228528_at,0.8142857142857143
213068_at,0.8142857142857143
206569_at,0.8142857142857143
209392_at,0.8142857142857143
204894_s_at,0.8142857142857143
206023_at,0.8142857142857143
215223_s_at,0.8142857142857143
208025_s_at,0.8142857142857143
238778_at,0.8142857142857143
226702_at,0.8142857142857143
207175_at,0.8142857142857143
